DayDummy,Date,Hour,semesterBool,TMAX,TMIN,kW
1,6,21,1,108,89,3
1,6,22,1,108,89,2
1,6,23,1,108,89,2
0,7,0,1,109,90,2
0,7,1,1,109,90,2
0,7,2,1,109,90,2
0,7,3,1,109,90,2
0,7,4,1,109,90,2
0,7,5,1,109,90,2
0,7,6,1,109,90,2
0,7,7,1,109,90,2
0,7,8,1,109,90,2
0,7,9,1,109,90,3
0,7,10,1,109,90,3
0,7,11,1,109,90,3
0,7,12,1,109,90,3
0,7,13,1,109,90,3
0,7,14,1,109,90,3
0,7,15,1,109,90,3
0,7,16,1,109,90,3
0,7,17,1,109,90,3
0,7,18,1,109,90,3
0,7,19,1,109,90,2
0,7,20,1,109,90,2
0,7,21,1,109,90,2
0,7,22,1,109,90,2
0,7,23,1,109,90,2
0,8,0,1,103,86,2
0,8,1,1,103,86,2
0,8,2,1,103,86,2
0,8,3,1,103,86,1
0,8,4,1,103,86,2
0,8,5,1,103,86,2
0,8,6,1,103,86,2
0,8,7,1,103,86,3
0,8,8,1,103,86,3
0,8,9,1,103,86,2
0,8,10,1,103,86,3
0,8,11,1,103,86,2
0,8,12,1,103,86,3
0,8,13,1,103,86,3
0,8,14,1,103,86,3
0,8,15,1,103,86,3
0,8,16,1,103,86,3
0,8,17,1,103,86,3
0,8,18,1,103,86,3
0,8,19,1,103,86,3
0,8,20,1,103,86,2
0,8,21,1,103,86,2
0,8,22,1,103,86,2
0,8,23,1,103,86,2
1,9,0,1,100,82,2
1,9,1,1,100,82,2
1,9,2,1,100,82,2
1,9,3,1,100,82,1
1,9,4,1,100,82,2
1,9,5,1,100,82,2
1,9,6,1,100,82,2
1,9,7,1,100,82,3
1,9,8,1,100,82,3
1,9,9,1,100,82,3
1,9,10,1,100,82,3
1,9,11,1,100,82,3
1,9,12,1,100,82,3
1,9,13,1,100,82,3
1,9,14,1,100,82,3
1,9,15,1,100,82,3
1,9,16,1,100,82,3
1,9,17,1,100,82,3
1,9,18,1,100,82,3
1,9,19,1,100,82,3
1,9,20,1,100,82,3
1,9,21,1,100,82,3
1,9,22,1,100,82,2
1,9,23,1,100,82,2
1,10,0,1,100,83,2
1,10,1,1,100,83,2
1,10,2,1,100,83,2
1,10,3,1,100,83,2
1,10,4,1,100,83,2
1,10,5,1,100,83,2
1,10,6,1,100,83,3
1,10,7,1,100,83,3
1,10,8,1,100,83,3
1,10,9,1,100,83,3
1,10,10,1,100,83,3
1,10,11,1,100,83,3
1,10,12,1,100,83,3
1,10,13,1,100,83,3
1,10,14,1,100,83,3
1,10,15,1,100,83,3
1,10,16,1,100,83,3
1,10,17,1,100,83,3
1,10,18,1,100,83,3
1,10,19,1,100,83,3
1,10,20,1,100,83,3
1,10,21,1,100,83,3
1,10,22,1,100,83,2
1,10,23,1,100,83,3
1,11,0,1,98,81,2
1,11,1,1,98,81,2
1,11,2,1,98,81,2
1,11,3,1,98,81,1
1,11,4,1,98,81,2
1,11,5,1,98,81,2
1,11,6,1,98,81,2
1,11,7,1,98,81,2
1,11,8,1,98,81,3
1,11,9,1,98,81,3
1,11,10,1,98,81,3
1,11,11,1,98,81,3
1,11,12,1,98,81,3
1,11,13,1,98,81,3
1,11,14,1,98,81,3
1,11,15,1,98,81,3
1,11,16,1,98,81,3
1,11,17,1,98,81,3
1,11,18,1,98,81,3
1,11,19,1,98,81,3
1,11,20,1,98,81,3
1,11,21,1,98,81,3
1,11,22,1,98,81,2
1,11,23,1,98,81,2
1,12,0,1,102,80,2
1,12,1,1,102,80,2
1,12,2,1,102,80,2
1,12,3,1,102,80,2
1,12,4,1,102,80,2
1,12,5,1,102,80,2
1,12,6,1,102,80,2
1,12,7,1,102,80,3
1,12,8,1,102,80,3
1,12,9,1,102,80,3
1,12,10,1,102,80,3
1,12,11,1,102,80,3
1,12,12,1,102,80,3
1,12,13,1,102,80,3
1,12,14,1,102,80,3
1,12,15,1,102,80,3
1,12,16,1,102,80,3
1,12,17,1,102,80,3
1,12,18,1,102,80,3
1,12,19,1,102,80,3
1,12,20,1,102,80,3
1,12,21,1,102,80,2
1,12,22,1,102,80,3
1,12,23,1,102,80,2
1,13,0,1,106,79,2
1,13,1,1,106,79,2
1,13,2,1,106,79,2
1,13,3,1,106,79,2
1,13,4,1,106,79,2
1,13,5,1,106,79,2
1,13,6,1,106,79,2
1,13,7,1,106,79,3
1,13,8,1,106,79,3
1,13,9,1,106,79,3
1,13,10,1,106,79,3
1,13,11,1,106,79,3
1,13,12,1,106,79,3
1,13,13,1,106,79,3
1,13,14,1,106,79,3
1,13,15,1,106,79,3
1,13,16,1,106,79,3
1,13,17,1,106,79,3
1,13,18,1,106,79,3
1,13,19,1,106,79,3
1,13,20,1,106,79,3
1,13,21,1,106,79,2
1,13,22,1,106,79,3
1,13,23,1,106,79,2
0,14,0,1,104,83,2
0,14,1,1,104,83,2
0,14,2,1,104,83,2
0,14,3,1,104,83,2
0,14,4,1,104,83,2
0,14,5,1,104,83,2
0,14,6,1,104,83,2
0,14,7,1,104,83,2
0,14,8,1,104,83,2
0,14,9,1,104,83,3
0,14,10,1,104,83,2
0,14,11,1,104,83,3
0,14,12,1,104,83,3
0,14,13,1,104,83,3
0,14,14,1,104,83,2
0,14,15,1,104,83,3
0,14,16,1,104,83,3
0,14,17,1,104,83,3
0,14,18,1,104,83,3
0,14,19,1,104,83,2
0,14,20,1,104,83,2
0,14,21,1,104,83,2
0,14,22,1,104,83,2
0,14,23,1,104,83,2
0,15,0,1,99,81,1
0,15,1,1,99,81,2
0,15,2,1,99,81,1
0,15,3,1,99,81,1
0,15,4,1,99,81,2
0,15,5,1,99,81,2
0,15,6,1,99,81,2
0,15,7,1,99,81,2
0,15,8,1,99,81,2
0,15,9,1,99,81,3
0,15,10,1,99,81,3
0,15,11,1,99,81,3
0,15,12,1,99,81,3
0,15,13,1,99,81,3
0,15,14,1,99,81,3
0,15,15,1,99,81,3
0,15,16,1,99,81,3
0,15,17,1,99,81,3
0,15,18,1,99,81,3
0,15,19,1,99,81,2
0,15,20,1,99,81,2
0,15,21,1,99,81,3
0,15,22,1,99,81,3
0,15,23,1,99,81,2
1,16,0,1,99,77,2
1,16,1,1,99,77,2
1,16,2,1,99,77,2
1,16,3,1,99,77,2
1,16,4,1,99,77,1
1,16,5,1,99,77,2
1,16,6,1,99,77,2
1,16,7,1,99,77,2
1,16,8,1,99,77,3
1,16,9,1,99,77,3
1,16,10,1,99,77,3
1,16,11,1,99,77,3
1,16,12,1,99,77,3
1,16,13,1,99,77,3
1,16,14,1,99,77,3
1,16,15,1,99,77,3
1,16,16,1,99,77,3
1,16,17,1,99,77,3
1,16,18,1,99,77,3
1,16,19,1,99,77,3
1,16,20,1,99,77,3
1,16,21,1,99,77,2
1,16,22,1,99,77,2
1,16,23,1,99,77,2
1,17,0,1,98,76,2
1,17,1,1,98,76,2
1,17,2,1,98,76,2
1,17,3,1,98,76,2
1,17,4,1,98,76,1
1,17,5,1,98,76,2
1,17,6,1,98,76,2
1,17,7,1,98,76,2
1,17,8,1,98,76,3
1,17,9,1,98,76,3
1,17,10,1,98,76,3
1,17,11,1,98,76,3
1,17,12,1,98,76,3
1,17,13,1,98,76,3
1,17,14,1,98,76,3
1,17,15,1,98,76,1
1,17,16,1,98,76,3
1,17,17,1,98,76,3
1,17,18,1,98,76,2
1,17,19,1,98,76,2
1,17,20,1,98,76,2
1,17,21,1,98,76,2
1,17,22,1,98,76,2
1,17,23,1,98,76,2
1,18,0,1,103,80,2
1,18,1,1,103,80,2
1,18,2,1,103,80,2
1,18,3,1,103,80,2
1,18,4,1,103,80,2
1,18,5,1,103,80,2
1,18,6,1,103,80,2
1,18,7,1,103,80,2
1,18,8,1,103,80,3
1,18,9,1,103,80,3
1,18,10,1,103,80,3
1,18,11,1,103,80,3
1,18,12,1,103,80,3
1,18,13,1,103,80,3
1,18,14,1,103,80,3
1,18,15,1,103,80,3
1,18,16,1,103,80,3
1,18,17,1,103,80,3
1,18,18,1,103,80,3
1,18,19,1,103,80,3
1,18,20,1,103,80,3
1,18,21,1,103,80,3
1,18,22,1,103,80,2
1,18,23,1,103,80,2
1,19,0,1,102,79,2
1,19,1,1,102,79,2
1,19,2,1,102,79,2
1,19,3,1,102,79,2
1,19,4,1,102,79,2
1,19,5,1,102,79,2
1,19,6,1,102,79,2
1,19,7,1,102,79,3
1,19,8,1,102,79,3
1,19,9,1,102,79,3
1,19,10,1,102,79,3
1,19,11,1,102,79,3
1,19,12,1,102,79,3
1,19,13,1,102,79,3
1,19,14,1,102,79,3
1,19,15,1,102,79,3
1,19,16,1,102,79,3
1,19,17,1,102,79,3
1,19,18,1,102,79,3
1,19,19,1,102,79,3
1,19,20,1,102,79,2
1,19,21,1,102,79,2
1,19,22,1,102,79,2
1,19,23,1,102,79,2
1,20,0,1,97,73,2
1,20,1,1,97,73,2
1,20,2,1,97,73,2
1,20,3,1,97,73,2
1,20,4,1,97,73,2
1,20,5,1,97,73,2
1,20,6,1,97,73,2
1,20,7,1,97,73,3
1,20,8,1,97,73,3
1,20,9,1,97,73,3
1,20,10,1,97,73,3
1,20,11,1,97,73,3
1,20,12,1,97,73,3
1,20,13,1,97,73,3
1,20,14,1,97,73,3
1,20,15,1,97,73,3
1,20,16,1,97,73,3
1,20,17,1,97,73,3
1,20,18,1,97,73,3
1,20,19,1,97,73,3
1,20,20,1,97,73,2
1,20,21,1,97,73,2
1,20,22,1,97,73,2
1,20,23,1,97,73,2
0,21,0,1,96,70,2
0,21,1,1,96,70,2
0,21,2,1,96,70,2
0,21,3,1,96,70,2
0,21,4,1,96,70,2
0,21,5,1,96,70,2
0,21,6,1,96,70,2
0,21,7,1,96,70,2
0,21,8,1,96,70,3
0,21,9,1,96,70,3
0,21,10,1,96,70,3
0,21,11,1,96,70,3
0,21,12,1,96,70,2
0,21,13,1,96,70,3
0,21,14,1,96,70,3
0,21,15,1,96,70,3
0,21,16,1,96,70,3
0,21,17,1,96,70,3
0,21,18,1,96,70,3
0,21,19,1,96,70,2
0,21,20,1,96,70,2
0,21,21,1,96,70,2
0,21,22,1,96,70,2
0,21,23,1,96,70,2
0,22,0,1,98,72,2
0,22,1,1,98,72,2
0,22,2,1,98,72,2
0,22,3,1,98,72,1
0,22,4,1,98,72,2
0,22,5,1,98,72,2
0,22,6,1,98,72,2
0,22,7,1,98,72,2
0,22,8,1,98,72,2
0,22,9,1,98,72,2
0,22,10,1,98,72,3
0,22,11,1,98,72,3
0,22,12,1,98,72,3
0,22,13,1,98,72,3
0,22,14,1,98,72,3
0,22,15,1,98,72,3
0,22,16,1,98,72,3
0,22,17,1,98,72,3
0,22,18,1,98,72,3
0,22,19,1,98,72,2
0,22,20,1,98,72,3
0,22,21,1,98,72,2
0,22,22,1,98,72,2
0,22,23,1,98,72,2
1,23,0,1,90,69,2
1,23,1,1,90,69,2
1,23,2,1,90,69,2
1,23,3,1,90,69,2
1,23,4,1,90,69,2
1,23,5,1,90,69,2
1,23,6,1,90,69,3
1,23,7,1,90,69,3
1,23,8,1,90,69,3
1,23,9,1,90,69,3
1,23,10,1,90,69,3
1,23,11,1,90,69,3
1,23,12,1,90,69,3
1,23,13,1,90,69,3
1,23,14,1,90,69,3
1,23,15,1,90,69,3
1,23,16,1,90,69,3
1,23,17,1,90,69,3
1,23,18,1,90,69,3
1,23,19,1,90,69,3
1,23,20,1,90,69,3
1,23,21,1,90,69,2
1,23,22,1,90,69,2
1,23,23,1,90,69,2
1,24,0,1,88,68,2
1,24,1,1,88,68,2
1,24,2,1,88,68,1
1,24,3,1,88,68,1
1,24,4,1,88,68,2
1,24,5,1,88,68,2
1,24,6,1,88,68,2
1,24,7,1,88,68,2
1,24,8,1,88,68,3
1,24,9,1,88,68,3
1,24,10,1,88,68,3
1,24,11,1,88,68,3
1,24,12,1,88,68,3
1,24,13,1,88,68,3
1,24,14,1,88,68,3
1,24,15,1,88,68,3
1,24,16,1,88,68,3
1,24,17,1,88,68,3
1,24,18,1,88,68,3
1,24,19,1,88,68,3
1,24,20,1,88,68,2
1,24,21,1,88,68,2
1,24,22,1,88,68,2
1,24,23,1,88,68,2
1,25,0,1,89,73,2
1,25,1,1,89,73,2
1,25,2,1,89,73,2
1,25,3,1,89,73,2
1,25,4,1,89,73,2
1,25,5,1,89,73,1
1,25,6,1,89,73,2
1,25,7,1,89,73,2
1,25,8,1,89,73,3
1,25,9,1,89,73,3
1,25,10,1,89,73,3
1,25,11,1,89,73,3
1,25,12,1,89,73,3
1,25,13,1,89,73,3
1,25,14,1,89,73,3
1,25,15,1,89,73,3
1,25,16,1,89,73,3
1,25,17,1,89,73,3
1,25,18,1,89,73,3
1,25,19,1,89,73,3
1,25,20,1,89,73,3
1,25,21,1,89,73,2
1,25,22,1,89,73,2
1,25,23,1,89,73,2
1,26,0,1,89,72,2
1,26,1,1,89,72,1
1,26,2,1,89,72,1
1,26,3,1,89,72,1
1,26,4,1,89,72,1
1,26,5,1,89,72,1
1,26,6,1,89,72,2
1,26,7,1,89,72,2
1,26,8,1,89,72,3
1,26,9,1,89,72,3
1,26,10,1,89,72,3
1,26,11,1,89,72,3
1,26,12,1,89,72,3
1,26,13,1,89,72,3
1,26,14,1,89,72,3
1,26,15,1,89,72,3
1,26,16,1,89,72,3
1,26,17,1,89,72,3
1,26,18,1,89,72,3
1,26,19,1,89,72,3
1,26,20,1,89,72,3
1,26,21,1,89,72,3
1,26,22,1,89,72,2
1,26,23,1,89,72,2
1,27,0,1,87,71,2
1,27,1,1,87,71,2
1,27,2,1,87,71,2
1,27,3,1,87,71,2
1,27,4,1,87,71,2
1,27,5,1,87,71,2
1,27,6,1,87,71,2
1,27,7,1,87,71,2
1,27,8,1,87,71,3
1,27,9,1,87,71,3
1,27,10,1,87,71,3
1,27,11,1,87,71,3
1,27,12,1,87,71,3
1,27,13,1,87,71,3
1,27,14,1,87,71,3
1,27,15,1,87,71,3
1,27,16,1,87,71,3
1,27,17,1,87,71,3
1,27,18,1,87,71,3
1,27,19,1,87,71,3
1,27,20,1,87,71,2
1,27,21,1,87,71,2
1,27,22,1,87,71,2
1,27,23,1,87,71,2
0,28,0,1,94,71,2
0,28,1,1,94,71,2
0,28,2,1,94,71,2
0,28,3,1,94,71,2
0,28,4,1,94,71,2
0,28,5,1,94,71,2
0,28,6,1,94,71,2
0,28,7,1,94,71,2
0,28,8,1,94,71,3
0,28,9,1,94,71,3
0,28,10,1,94,71,3
0,28,11,1,94,71,3
0,28,12,1,94,71,3
0,28,13,1,94,71,3
0,28,14,1,94,71,3
0,28,15,1,94,71,3
0,28,16,1,94,71,3
0,28,17,1,94,71,3
0,28,18,1,94,71,2
0,28,19,1,94,71,2
0,28,20,1,94,71,2
0,28,21,1,94,71,2
0,28,22,1,94,71,2
0,28,23,1,94,71,2
0,29,0,1,91,74,2
0,29,1,1,91,74,2
0,29,2,1,91,74,2
0,29,3,1,91,74,1
0,29,4,1,91,74,2
0,29,5,1,91,74,2
0,29,6,1,91,74,2
0,29,7,1,91,74,2
0,29,8,1,91,74,2
0,29,9,1,91,74,2
0,29,10,1,91,74,2
0,29,11,1,91,74,2
0,29,12,1,91,74,2
0,29,13,1,91,74,3
0,29,14,1,91,74,3
0,29,15,1,91,74,3
0,29,16,1,91,74,3
0,29,17,1,91,74,3
0,29,18,1,91,74,2
0,29,19,1,91,74,2
0,29,20,1,91,74,3
0,29,21,1,91,74,2
0,29,22,1,91,74,2
0,29,23,1,91,74,2
1,30,0,1,91,68,2
1,30,1,1,91,68,1
1,30,2,1,91,68,1
1,30,3,1,91,68,2
1,30,4,1,91,68,2
1,30,5,1,91,68,2
1,30,6,1,91,68,2
1,30,7,1,91,68,3
1,30,8,1,91,68,1
1,30,9,1,91,68,3
1,30,10,1,91,68,3
1,30,11,1,91,68,3
1,30,12,1,91,68,3
1,30,13,1,91,68,3
1,30,14,1,91,68,3
1,30,15,1,91,68,3
1,30,16,1,91,68,3
1,30,17,1,91,68,3
1,30,18,1,91,68,3
1,30,19,1,91,68,3
1,30,20,1,91,68,2
1,30,21,1,91,68,3
1,30,22,1,91,68,2
1,30,23,1,91,68,2
1,1,0,1,91,65,1
1,1,1,1,91,65,1
1,1,2,1,91,65,2
1,1,3,1,91,65,2
1,1,4,1,91,65,1
1,1,5,1,91,65,2
1,1,6,1,91,65,2
1,1,7,1,91,65,2
1,1,8,1,91,65,3
1,1,9,1,91,65,3
1,1,10,1,91,65,3
1,1,11,1,91,65,3
1,1,12,1,91,65,3
1,1,13,1,91,65,3
1,1,14,1,91,65,3
1,1,15,1,91,65,3
1,1,16,1,91,65,3
1,1,17,1,91,65,3
1,1,18,1,91,65,3
1,1,19,1,91,65,3
1,1,20,1,91,65,3
1,1,21,1,91,65,2
1,1,22,1,91,65,2
1,1,23,1,91,65,2
1,2,0,1,91,66,2
1,2,1,1,91,66,2
1,2,2,1,91,66,2
1,2,3,1,91,66,2
1,2,4,1,91,66,2
1,2,5,1,91,66,2
1,2,6,1,91,66,2
1,2,7,1,91,66,2
1,2,8,1,91,66,3
1,2,9,1,91,66,3
1,2,10,1,91,66,3
1,2,11,1,91,66,3
1,2,12,1,91,66,3
1,2,13,1,91,66,3
1,2,14,1,91,66,3
1,2,15,1,91,66,3
1,2,16,1,91,66,3
1,2,17,1,91,66,3
1,2,18,1,91,66,3
1,2,19,1,91,66,3
1,2,20,1,91,66,3
1,2,21,1,91,66,3
1,2,22,1,91,66,3
1,2,23,1,91,66,2
1,3,0,1,96,68,2
1,3,1,1,96,68,2
1,3,2,1,96,68,1
1,3,3,1,96,68,1
1,3,4,1,96,68,2
1,3,5,1,96,68,2
1,3,6,1,96,68,2
1,3,7,1,96,68,2
1,3,8,1,96,68,3
1,3,9,1,96,68,3
1,3,10,1,96,68,3
1,3,11,1,96,68,3
1,3,12,1,96,68,3
1,3,13,1,96,68,3
1,3,14,1,96,68,3
1,3,15,1,96,68,3
1,3,16,1,96,68,3
1,3,17,1,96,68,3
1,3,18,1,96,68,3
1,3,19,1,96,68,3
1,3,20,1,96,68,3
1,3,21,1,96,68,2
1,3,22,1,96,68,2
1,3,23,1,96,68,2
1,4,0,1,95,73,2
1,4,1,1,95,73,2
1,4,2,1,95,73,2
1,4,3,1,95,73,1
1,4,4,1,95,73,2
1,4,5,1,95,73,2
1,4,6,1,95,73,2
1,4,7,1,95,73,2
1,4,8,1,95,73,3
1,4,9,1,95,73,3
1,4,10,1,95,73,3
1,4,11,1,95,73,3
1,4,12,1,95,73,3
1,4,13,1,95,73,3
1,4,14,1,95,73,3
1,4,15,1,95,73,3
1,4,16,1,95,73,3
1,4,17,1,95,73,3
1,4,18,1,95,73,3
1,4,19,1,95,73,3
1,4,20,1,95,73,2
1,4,21,1,95,73,2
1,4,22,1,95,73,2
1,4,23,1,95,73,2
0,5,0,1,95,70,2
0,5,1,1,95,70,2
0,5,2,1,95,70,2
0,5,3,1,95,70,1
0,5,4,1,95,70,2
0,5,5,1,95,70,2
0,5,6,1,95,70,2
0,5,7,1,95,70,2
0,5,8,1,95,70,2
0,5,9,1,95,70,3
0,5,10,1,95,70,3
0,5,11,1,95,70,3
0,5,12,1,95,70,3
0,5,13,1,95,70,3
0,5,14,1,95,70,3
0,5,15,1,95,70,3
0,5,16,1,95,70,3
0,5,17,1,95,70,2
0,5,18,1,95,70,2
0,5,19,1,95,70,2
0,5,20,1,95,70,2
0,5,21,1,95,70,2
0,5,22,1,95,70,2
0,5,23,1,95,70,2
0,6,0,1,96,67,2
0,6,1,1,96,67,1
0,6,2,1,96,67,2
0,6,3,1,96,67,1
0,6,4,1,96,67,1
0,6,5,1,96,67,2
0,6,6,1,96,67,2
0,6,7,1,96,67,2
0,6,8,1,96,67,2
0,6,9,1,96,67,2
0,6,10,1,96,67,3
0,6,11,1,96,67,3
0,6,12,1,96,67,3
0,6,13,1,96,67,2
0,6,14,1,96,67,2
0,6,15,1,96,67,3
0,6,16,1,96,67,3
0,6,17,1,96,67,2
0,6,18,1,96,67,2
0,6,19,1,96,67,2
0,6,20,1,96,67,2
0,6,21,1,96,67,2
0,6,22,1,96,67,2
0,6,23,1,96,67,2
1,7,0,1,98,67,2
1,7,1,1,98,67,2
1,7,2,1,98,67,1
1,7,3,1,98,67,1
1,7,4,1,98,67,2
1,7,5,1,98,67,2
1,7,6,1,98,67,2
1,7,7,1,98,67,2
1,7,8,1,98,67,3
1,7,9,1,98,67,3
1,7,10,1,98,67,3
1,7,11,1,98,67,3
1,7,12,1,98,67,3
1,7,13,1,98,67,3
1,7,14,1,98,67,3
1,7,15,1,98,67,3
1,7,16,1,98,67,3
1,7,17,1,98,67,3
1,7,18,1,98,67,3
1,7,19,1,98,67,3
1,7,20,1,98,67,3
1,7,21,1,98,67,2
1,7,22,1,98,67,2
1,7,23,1,98,67,2
1,8,0,1,97,69,2
1,8,1,1,97,69,2
1,8,2,1,97,69,2
1,8,3,1,97,69,1
1,8,4,1,97,69,2
1,8,5,1,97,69,2
1,8,6,1,97,69,2
1,8,7,1,97,69,2
1,8,8,1,97,69,3
1,8,9,1,97,69,3
1,8,10,1,97,69,3
1,8,11,1,97,69,3
1,8,12,1,97,69,3
1,8,13,1,97,69,3
1,8,14,1,97,69,3
1,8,15,1,97,69,3
1,8,16,1,97,69,3
1,8,17,1,97,69,3
1,8,18,1,97,69,3
1,8,19,1,97,69,3
1,8,20,1,97,69,2
1,8,21,1,97,69,2
1,8,22,1,97,69,2
1,8,23,1,97,69,2
1,9,0,1,94,67,2
1,9,1,1,94,67,2
1,9,2,1,94,67,1
1,9,3,1,94,67,2
1,9,4,1,94,67,2
1,9,5,1,94,67,2
1,9,6,1,94,67,2
1,9,7,1,94,67,2
1,9,8,1,94,67,3
1,9,9,1,94,67,3
1,9,10,1,94,67,3
1,9,11,1,94,67,3
1,9,12,1,94,67,3
1,9,13,1,94,67,3
1,9,14,1,94,67,3
1,9,15,1,94,67,3
1,9,16,1,94,67,3
1,9,17,1,94,67,3
1,9,18,1,94,67,3
1,9,19,1,94,67,3
1,9,20,1,94,67,3
1,9,21,1,94,67,2
1,9,22,1,94,67,2
1,9,23,1,94,67,2
1,10,0,1,88,67,2
1,10,1,1,88,67,1
1,10,2,1,88,67,2
1,10,3,1,88,67,1
1,10,4,1,88,67,1
1,10,5,1,88,67,2
1,10,6,1,88,67,2
1,10,7,1,88,67,2
1,10,8,1,88,67,3
1,10,9,1,88,67,3
1,10,10,1,88,67,3
1,10,11,1,88,67,3
1,10,12,1,88,67,3
1,10,13,1,88,67,3
1,10,14,1,88,67,3
1,10,15,1,88,67,3
1,10,16,1,88,67,3
1,10,17,1,88,67,3
1,10,18,1,88,67,3
1,10,19,1,88,67,3
1,10,20,1,88,67,3
1,10,21,1,88,67,2
1,10,22,1,88,67,2
1,10,23,1,88,67,2
1,11,0,1,87,63,2
1,11,1,1,87,63,2
1,11,2,1,87,63,2
1,11,3,1,87,63,1
1,11,4,1,87,63,2
1,11,5,1,87,63,2
1,11,6,1,87,63,2
1,11,7,1,87,63,2
1,11,8,1,87,63,3
1,11,9,1,87,63,3
1,11,10,1,87,63,3
1,11,11,1,87,63,3
1,11,12,1,87,63,3
1,11,13,1,87,63,3
1,11,14,1,87,63,3
1,11,15,1,87,63,3
1,11,16,1,87,63,3
1,11,17,1,87,63,3
1,11,18,1,87,63,3
1,11,19,1,87,63,3
1,11,20,1,87,63,2
1,11,21,1,87,63,2
1,11,22,1,87,63,2
1,11,23,1,87,63,2
0,12,0,1,90,64,1
0,12,1,1,90,64,1
0,12,2,1,90,64,1
0,12,3,1,90,64,1
0,12,4,1,90,64,1
0,12,5,1,90,64,1
0,12,6,1,90,64,2
0,12,7,1,90,64,2
0,12,8,1,90,64,2
0,12,9,1,90,64,2
0,12,10,1,90,64,2
0,12,11,1,90,64,2
0,12,12,1,90,64,2
0,12,13,1,90,64,2
0,12,14,1,90,64,2
0,12,15,1,90,64,2
0,12,16,1,90,64,2
0,12,17,1,90,64,2
0,12,18,1,90,64,2
0,12,19,1,90,64,2
0,12,20,1,90,64,2
0,12,21,1,90,64,2
0,12,22,1,90,64,2
0,12,23,1,90,64,1
0,13,0,1,93,64,1
0,13,1,1,93,64,1
0,13,2,1,93,64,1
0,13,3,1,93,64,1
0,13,4,1,93,64,1
0,13,5,1,93,64,1
0,13,6,1,93,64,2
0,13,7,1,93,64,2
0,13,8,1,93,64,2
0,13,9,1,93,64,2
0,13,10,1,93,64,2
0,13,11,1,93,64,2
0,13,12,1,93,64,2
0,13,13,1,93,64,2
0,13,14,1,93,64,2
0,13,15,1,93,64,2
0,13,16,1,93,64,2
0,13,17,1,93,64,2
0,13,18,1,93,64,2
0,13,19,1,93,64,2
0,13,20,1,93,64,2
0,13,21,1,93,64,2
0,13,22,1,93,64,2
0,13,23,1,93,64,1
1,14,0,1,89,65,1
1,14,1,1,89,65,1
1,14,2,1,89,65,1
1,14,3,1,89,65,1
1,14,4,1,89,65,1
1,14,5,1,89,65,1
1,14,6,1,89,65,2
1,14,7,1,89,65,2
1,14,8,1,89,65,3
1,14,9,1,89,65,1
1,14,10,1,89,65,3
1,14,11,1,89,65,3
1,14,12,1,89,65,3
1,14,13,1,89,65,3
1,14,14,1,89,65,3
1,14,15,1,89,65,3
1,14,16,1,89,65,3
1,14,17,1,89,65,3
1,14,18,1,89,65,3
1,14,19,1,89,65,3
1,14,20,1,89,65,2
1,14,21,1,89,65,2
1,14,22,1,89,65,2
1,14,23,1,89,65,2
1,15,0,1,93,68,2
1,15,1,1,93,68,2
1,15,2,1,93,68,1
1,15,3,1,93,68,1
1,15,4,1,93,68,1
1,15,5,1,93,68,2
1,15,6,1,93,68,2
1,15,7,1,93,68,2
1,15,8,1,93,68,3
1,15,9,1,93,68,3
1,15,10,1,93,68,3
1,15,11,1,93,68,3
1,15,12,1,93,68,3
1,15,13,1,93,68,3
1,15,14,1,93,68,3
1,15,15,1,93,68,3
1,15,16,1,93,68,3
1,15,17,1,93,68,3
1,15,18,1,93,68,3
1,15,19,1,93,68,3
1,15,20,1,93,68,3
1,15,21,1,93,68,3
1,15,22,1,93,68,2
1,15,23,1,93,68,2
1,16,0,1,98,67,2
1,16,1,1,98,67,2
1,16,2,1,98,67,2
1,16,3,1,98,67,2
1,16,4,1,98,67,2
1,16,5,1,98,67,2
1,16,6,1,98,67,2
1,16,7,1,98,67,2
1,16,8,1,98,67,3
1,16,9,1,98,67,3
1,16,10,1,98,67,3
1,16,11,1,98,67,3
1,16,12,1,98,67,3
1,16,13,1,98,67,3
1,16,14,1,98,67,3
1,16,15,1,98,67,3
1,16,16,1,98,67,3
1,16,17,1,98,67,3
1,16,18,1,98,67,3
1,16,19,1,98,67,2
1,16,20,1,98,67,2
1,16,21,1,98,67,2
1,16,22,1,98,67,2
1,16,23,1,98,67,1
1,17,0,1,96,71,1
1,17,1,1,96,71,1
1,17,2,1,96,71,1
1,17,3,1,96,71,1
1,17,4,1,96,71,1
1,17,5,1,96,71,1
1,17,6,1,96,71,2
1,17,7,1,96,71,2
1,17,8,1,96,71,2
1,17,9,1,96,71,3
1,17,10,1,96,71,3
1,17,11,1,96,71,3
1,17,12,1,96,71,3
1,17,13,1,96,71,3
1,17,14,1,96,71,3
1,17,15,1,96,71,3
1,17,16,1,96,71,3
1,17,17,1,96,71,3
1,17,18,1,96,71,3
1,17,19,1,96,71,2
1,17,20,1,96,71,2
1,17,21,1,96,71,2
1,17,22,1,96,71,2
1,17,23,1,96,71,1
1,18,0,1,85,68,1
1,18,1,1,85,68,1
1,18,2,1,85,68,1
1,18,3,1,85,68,1
1,18,4,1,85,68,1
1,18,5,1,85,68,1
1,18,6,1,85,68,1
1,18,7,1,85,68,2
1,18,8,1,85,68,2
1,18,9,1,85,68,3
